Diagnosis_Code,Description,CMS-HCC Model Category V28,Potential Co-existing Diagnoses
C240,Malignant neoplasm of extrahepatic bile duct,20,K831 (61%); C787 (55%); C6950 (38%); C6952 (37%); C6951 (37%)
C241,Malignant neoplasm of ampulla of Vater,20,C411 (24%); C261 (23%); C7650 (23%); C763 (23%); C7652 (23%)
C248,Malignant neoplasm of overlapping sites of biliary tract,20,C260 (51%); C188 (51%); C678 (49%); C399 (49%); C028 (48%)
C249,"Malignant neoplasm of biliary tract, unspecified",20,C260 (63%); C399 (60%); C390 (58%); K745 (49%); K744 (42%)
C250,Malignant neoplasm of head of pancreas,20,Z9483 (49%); C760 (47%); C770 (38%); C470 (36%); C490 (32%)
C251,Malignant neoplasm of body of pancreas,20,C754 (52%); Z9483 (50%); C602 (46%); C6940 (44%); C6942 (43%)
C252,Malignant neoplasm of tail of pancreas,20,C50619 (48%); C50629 (48%); C50612 (48%); C50622 (48%); C50611 (48%)
C253,Malignant neoplasm of pancreatic duct,20,C6950 (44%); C6952 (44%); C6951 (44%); D353 (39%); C787 (37%)
C254,Malignant neoplasm of endocrine pancreas,20,C759 (62%); Z9483 (43%); E3121 (33%); E3120 (32%); E3122 (28%)
C257,Malignant neoplasm of other parts of pancreas,20,C7949 (53%); C0689 (46%); Z9483 (46%); C0680 (45%); C4339 (45%)
C258,Malignant neoplasm of overlapping sites of pancreas,20,C188 (62%); C678 (59%); C028 (58%); C118 (58%); C058 (57%)
C259,"Malignant neoplasm of pancreas, unspecified",20,Z9483 (55%); C6990 (41%); C7650 (40%); C7640 (38%); C189 (38%)
C260,"Malignant neoplasm of intestinal tract, part unspecified",22,C399 (66%); C390 (64%); C249 (63%); C248 (51%); C6990 (34%)
C261,Malignant neoplasm of spleen,22,C8517 (53%); C8177 (52%); C8197 (50%); C8297 (50%); C8387 (47%)
C269,Malignant neoplasm of ill-defined sites within the digestive system,22,C768 (82%); C7880 (46%); C7889 (45%); C7989 (30%); C718 (27%)
C300,Malignant neoplasm of nasal cavity,21,C860 (39%); C380 (26%); C720 (24%); C261 (24%); C719 (24%)
C301,Malignant neoplasm of middle ear,21,C154 (55%); C342 (45%); C4320 (36%); C4322 (36%); C4321 (36%)
C310,Malignant neoplasm of maxillary sinus,21,S02401B (48%); S02401A (48%); S0240DB (47%); S0240CB (47%); S0240DA (47%)
C311,Malignant neoplasm of ethmoidal sinus,21,C380 (29%); M86459 (28%); M86452 (27%); M86451 (27%); M8648 (27%)
C312,Malignant neoplasm of frontal sinus,21,C711 (67%); Q010 (51%); C380 (30%); M86459 (29%); M86452 (29%)
C313,Malignant neoplasm of sphenoid sinus,21,C380 (29%); M86459 (28%); M86452 (27%); M86451 (27%); M8648 (27%)
C318,Malignant neoplasm of overlapping sites of accessory sinuses,21,C718 (50%); C188 (48%); C168 (45%); C678 (45%); C258 (45%)
C319,"Malignant neoplasm of accessory sinus, unspecified",21,C6990 (32%); M86459 (32%); C719 (32%); C7650 (32%); M8640 (31%)
C320,Malignant neoplasm of glottis,21,C380 (34%); C720 (31%); C261 (31%); C719 (31%); C7650 (31%)
C321,Malignant neoplasm of supraglottis,21,C380 (34%); C720 (31%); C261 (31%); C719 (31%); C7650 (31%)
C322,Malignant neoplasm of subglottis,21,C380 (34%); C720 (31%); C261 (31%); C719 (31%); C7650 (31%)
C323,Malignant neoplasm of laryngeal cartilage,21,C380 (27%); C720 (25%); C261 (25%); C719 (25%); C7650 (25%)
C328,Malignant neoplasm of overlapping sites of larynx,21,C718 (60%); C188 (58%); C168 (56%); C678 (56%); C258 (55%)
C329,"Malignant neoplasm of larynx, unspecified",21,C6990 (37%); C719 (37%); C7650 (37%); C7640 (35%); C189 (34%)
C33,Malignant neoplasm of trachea,20,C411 (32%); C261 (31%); C7650 (31%); C763 (30%); C7652 (30%)
C3400,Malignant neoplasm of unspecified main bronchus,20,C7A090 (39%); C6990 (32%); C7650 (31%); C7640 (30%); C189 (29%)
C3401,Malignant neoplasm of right main bronchus,20,C7A090 (39%); C7651 (34%); C7641 (32%); C6991 (32%); C7801 (29%)
C3402,Malignant neoplasm of left main bronchus,20,C7A090 (39%); C7652 (34%); C7642 (32%); C6992 (31%); I2101 (31%)
C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",20,C7A090 (52%); C7800 (47%); C7640 (45%); C7802 (43%); C7801 (43%)
C3411,"Malignant neoplasm of upper lobe, right bronchus or lung",20,C7A090 (51%); C7801 (49%); C7641 (47%); C7800 (43%); C7802 (42%)
C3412,"Malignant neoplasm of upper lobe, left bronchus or lung",20,C7A090 (51%); C7802 (49%); C7642 (47%); C7800 (43%); C7801 (42%)
C342,"Malignant neoplasm of middle lobe, bronchus or lung",20,C7A090 (49%); C301 (45%); C7800 (41%); C7802 (40%); C7801 (40%)
C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",20,C7A090 (53%); C7800 (48%); C7802 (44%); C7801 (44%); C7650 (42%)
C3431,"Malignant neoplasm of lower lobe, right bronchus or lung",20,C7A090 (52%); C7801 (50%); C7800 (44%); C7651 (44%); C7802 (43%)
C3432,"Malignant neoplasm of lower lobe, left bronchus or lung",20,C7A090 (52%); C7802 (50%); C7800 (44%); C7652 (44%); C7801 (43%)
C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,20,C188 (57%); C678 (55%); C7A090 (55%); C028 (54%); C118 (54%)
C3481,Malignant neoplasm of overlapping sites of right bronchus and lung,20,C188 (57%); C50811 (54%); C50821 (54%); C678 (54%); C7A090 (54%)
C3482,Malignant neoplasm of overlapping sites of left bronchus and lung,20,C188 (57%); C50812 (54%); C50822 (54%); C678 (54%); C7A090 (54%)
C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung,20,C7A090 (64%); C7800 (63%); C7802 (52%); C7801 (52%); D3A090 (50%)
C3491,Malignant neoplasm of unspecified part of right bronchus or lung,20,C7A090 (65%); C7801 (62%); C7800 (60%); C7802 (54%); D3A090 (51%)
C3492,Malignant neoplasm of unspecified part of left bronchus or lung,20,C7A090 (65%); C7802 (62%); C7800 (60%); C7801 (54%); D3A090 (51%)
C37,Malignant neoplasm of thymus,21,D3A091 (53%); C380 (36%); C720 (33%); C261 (33%); C719 (33%)
C380,Malignant neoplasm of heart,20,I110 (51%); I5089 (48%); C388 (47%); I50814 (47%); I509 (47%)
C381,Malignant neoplasm of anterior mediastinum,21,C781 (75%); J853 (54%); C673 (42%); C380 (33%); G8382 (32%)
C382,Malignant neoplasm of posterior mediastinum,21,C781 (75%); J853 (54%); C674 (43%); G8383 (33%); C380 (32%)
C383,"Malignant neoplasm of mediastinum, part unspecified",21,C781 (85%); J853 (61%); C6990 (40%); C719 (40%); C7650 (39%)
C384,Malignant neoplasm of pleura,20,C782 (88%); C388 (62%); C450 (60%); C411 (35%); C261 (34%)
C388,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",21,C384 (62%); C782 (54%); C781 (53%); C718 (49%); C380 (47%)
C390,"Malignant neoplasm of upper respiratory tract, part unspecified",21,C260 (64%); C249 (58%); C7640 (51%); C7830 (50%); C248 (48%)
C399,"Malignant neoplasm of lower respiratory tract, part unspecified",21,C260 (66%); C249 (60%); C7830 (51%); C248 (49%); C7650 (47%)
C4000,Malignant neoplasm of scapula and long bones of unspecified upper limb,21,C7640 (54%); C7642 (49%); C7641 (49%); C7650 (40%); C7652 (36%)
C4001,Malignant neoplasm of scapula and long bones of right upper limb,21,C7641 (55%); C7640 (50%); C7642 (49%); C7651 (41%); C7650 (36%)
C4002,Malignant neoplasm of scapula and long bones of left upper limb,21,C7642 (55%); C7640 (50%); C7641 (49%); C7652 (41%); C7650 (36%)
C4010,Malignant neoplasm of short bones of unspecified upper limb,21,C7640 (64%); C7642 (58%); C7641 (58%); C7650 (47%); C7652 (42%)
C4011,Malignant neoplasm of short bones of right upper limb,21,C7641 (65%); C7640 (59%); C7642 (58%); C7651 (49%); C7650 (43%)
C4012,Malignant neoplasm of short bones of left upper limb,21,C7642 (65%); C7640 (59%); C7641 (58%); C7652 (49%); C7650 (43%)
C4020,Malignant neoplasm of long bones of unspecified lower limb,21,C7650 (62%); C7652 (56%); C7651 (56%); C7640 (46%); C7642 (41%)
C4021,Malignant neoplasm of long bones of right lower limb,21,C7651 (63%); C7650 (57%); C7652 (56%); C7641 (48%); C7640 (42%)
C4022,Malignant neoplasm of long bones of left lower limb,21,C7652 (63%); C7650 (57%); C7651 (56%); C7642 (48%); C7640 (42%)
C4030,Malignant neoplasm of short bones of unspecified lower limb,21,C7650 (62%); C7652 (56%); C7651 (56%); C7640 (46%); C7642 (41%)
C4031,Malignant neoplasm of short bones of right lower limb,21,C7651 (63%); C7650 (57%); C7652 (55%); C7641 (47%); C7640 (41%)
C4032,Malignant neoplasm of short bones of left lower limb,21,C7652 (63%); C7650 (57%); C7651 (55%); C7642 (47%); C7640 (41%)
C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,21,C718 (49%); C188 (47%); C168 (45%); C678 (45%); C258 (45%)
C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,21,C718 (49%); C188 (47%); C50811 (45%); C50821 (45%); C3481 (45%)
C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,21,C718 (49%); C188 (47%); C50812 (45%); C50822 (45%); C3482 (45%)
C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,21,C7650 (47%); C7640 (45%); C7652 (39%); C7651 (39%); C7642 (37%)
C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,21,C7651 (46%); C7650 (44%); C7641 (44%); C7640 (42%); C7652 (39%)
C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,21,C7652 (46%); C7650 (44%); C7642 (44%); C7640 (42%); C7651 (39%)
C410,Malignant neoplasm of bones of skull and face,21,S0280XB (48%); S0280XA (48%); S0282XB (48%); S0281XB (48%); S0282XA (47%)
C411,Malignant neoplasm of mandible,21,S02609B (45%); C380 (45%); S02609A (45%); C720 (41%); C261 (41%)
C412,Malignant neoplasm of vertebral column,21,I63119 (36%); I63019 (36%); I63112 (36%); I63111 (36%); I63012 (36%)
C413,"Malignant neoplasm of ribs, sternum and clavicle",21,C380 (21%); C720 (19%); C261 (19%); C719 (19%); C7650 (19%)
C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",21,S322XXB (40%); S322XXA (40%); S3219XB (25%); S3219XA (25%); S3210XB (25%)
C419,"Malignant neoplasm of bone and articular cartilage, unspecified",21,C7951 (49%); C7952 (38%); M8780 (36%); C6990 (30%); M8730 (30%)
C430,Malignant melanoma of lip,23,C4A0 (47%); C148 (39%); C380 (16%); C411 (15%); C720 (15%)
C4310,"Malignant melanoma of unspecified eyelid, including canthus",23,C4A10 (65%); C4A122 (60%); C4A112 (60%); C4A121 (59%); C4A111 (59%)
C43111,"Malignant melanoma of right upper eyelid, including canthus",23,C4A111 (68%); C4A121 (65%); C4A112 (60%); C4A10 (59%); C4A122 (57%)
C43112,"Malignant melanoma of right lower eyelid, including canthus",23,C4A112 (67%); C4A122 (64%); C4A111 (60%); C4A10 (60%); C4A121 (57%)
C43121,"Malignant melanoma of left upper eyelid, including canthus",23,C4A121 (68%); C4A111 (65%); C4A122 (60%); C4A10 (59%); C4A112 (57%)
C43122,"Malignant melanoma of left lower eyelid, including canthus",23,C4A122 (67%); C4A112 (64%); C4A121 (60%); C4A10 (60%); C4A111 (57%)
C4320,Malignant melanoma of unspecified ear and external auricular canal,23,C4A20 (74%); C4A22 (72%); C4A21 (72%); C301 (36%); C211 (33%)
C4321,Malignant melanoma of right ear and external auricular canal,23,C4A21 (74%); C4A20 (72%); C4A22 (71%); C301 (36%); C211 (33%)
C4322,Malignant melanoma of left ear and external auricular canal,23,C4A22 (74%); C4A20 (72%); C4A21 (71%); C301 (36%); C211 (33%)
C4330,Malignant melanoma of unspecified part of face,23,C410 (42%); C770 (41%); C470 (35%); C4A30 (35%); C8511 (32%)
C4331,Malignant melanoma of nose,23,C4A31 (50%); C380 (15%); C411 (15%); C720 (14%); C261 (14%)
C4339,Malignant melanoma of other parts of face,23,C4A39 (52%); C257 (45%); C7949 (43%); C481 (42%); S128XXA (41%)
C434,Malignant melanoma of scalp and neck,23,C4A4 (57%); S129XXA (33%); C675 (33%); C770 (25%); S128XXA (25%)
C4351,Malignant melanoma of anal skin,23,C4A51 (56%); C211 (52%); C792 (41%); C218 (35%); L98491 (32%)
C4352,Malignant melanoma of skin of breast,23,C4A52 (47%); C792 (46%); C7981 (46%); L98491 (36%); E10622 (33%)
C4359,Malignant melanoma of other part of trunk,23,C476 (52%); C496 (46%); C4A59 (45%); T71222A (32%); C380 (16%)
C4360,"Malignant melanoma of unspecified upper limb, including shoulder",23,C4710 (64%); C4712 (61%); C4711 (61%); C4A60 (58%); C4910 (57%)
C4361,"Malignant melanoma of right upper limb, including shoulder",23,C4711 (65%); C4710 (61%); C4712 (60%); C4A61 (59%); C4911 (58%)
C4362,"Malignant melanoma of left upper limb, including shoulder",23,C4712 (65%); C4710 (61%); C4711 (60%); C4A62 (59%); C4912 (58%)
C4370,"Malignant melanoma of unspecified lower limb, including hip",23,C4720 (62%); C4722 (59%); C4721 (59%); C4A70 (56%); C4920 (55%)
C4371,"Malignant melanoma of right lower limb, including hip",23,C4721 (63%); C4720 (59%); C4722 (59%); C4A71 (57%); C4921 (56%)
C4372,"Malignant melanoma of left lower limb, including hip",23,C4722 (63%); C4720 (59%); C4721 (59%); C4A72 (57%); C4922 (56%)
C438,Malignant melanoma of overlapping sites of skin,23,C718 (54%); C188 (52%); C168 (50%); C678 (50%); C258 (49%)
C439,"Malignant melanoma of skin, unspecified",23,C792 (53%); L98491 (41%); E10622 (38%); E10622 (38%); E11622 (38%)
C450,Mesothelioma of pleura,19,C384 (60%); C782 (53%); C388 (37%); A0104 (0%); A0105 (0%)
C451,Mesothelioma of peritoneum,19,C482 (56%); C481 (43%); C7B04 (40%); C786 (39%); K67 (37%)
C452,Mesothelioma of pericardium,19,A0104 (0%); A0105 (0%); A021 (0%); A0223 (0%); A0224 (0%)
C457,Mesothelioma of other sites,19,M868X9 (33%); M868X0 (27%); M8789 (27%); M8669 (25%); Q018 (25%)
C459,"Mesothelioma, unspecified",19,G8330 (13%); L97909 (12%); G8190 (12%); C8510 (12%); M08959 (12%)
C460,Kaposi's sarcoma of skin,21,C9231 (37%); C9232 (36%); L98491 (33%); C439 (31%); E10622 (31%)
C461,Kaposi's sarcoma of soft tissue,21,D0352 (43%); C494 (42%); C9231 (31%); C9232 (30%); C9230 (24%)
C462,Kaposi's sarcoma of palate,21,C9231 (34%); C9232 (32%); C9230 (26%); A0104 (0%); A0105 (0%)
C463,Kaposi's sarcoma of lymph nodes,21,C9231 (37%); C9232 (35%); C9230 (29%); C771 (27%); C775 (27%)
C464,Kaposi's sarcoma of gastrointestinal sites,21,C49A9 (42%); B462 (36%); C9231 (33%); C9232 (31%); C49A0 (29%)
C4650,Kaposi's sarcoma of unspecified lung,21,C9231 (37%); C9232 (36%); C7800 (30%); C3490 (29%); C9230 (29%)
C4651,Kaposi's sarcoma of right lung,21,C9231 (37%); C9232 (35%); C7801 (32%); C3491 (29%); C9230 (29%)
C4652,Kaposi's sarcoma of left lung,21,C9231 (37%); C9232 (35%); C7802 (32%); C9230 (29%); C3492 (29%)
C467,Kaposi's sarcoma of other sites,21,C9231 (39%); C9232 (37%); C9230 (30%); M868X9 (28%); M868X0 (22%)
C469,"Kaposi's sarcoma, unspecified",21,C9231 (42%); C9232 (40%); C9230 (33%); G8330 (10%); L97909 (10%)
C470,"Malignant neoplasm of peripheral nerves of head, face and neck",21,C760 (76%); C770 (60%); C8441 (60%); C474 (58%); C8371 (46%)
C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",21,C4360 (64%); C4362 (61%); C4361 (61%); C7640 (57%); C474 (56%)
C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",21,C4361 (65%); C4360 (61%); C4362 (60%); C7641 (58%); C474 (56%)
C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",21,C4362 (65%); C4360 (61%); C4361 (60%); C7642 (58%); C474 (56%)
C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",21,C4370 (62%); C4372 (59%); C4371 (59%); C474 (57%); C7650 (55%)
C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",21,C4371 (63%); C4370 (59%); C4372 (59%); C474 (57%); C7651 (56%)
C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",21,C4372 (63%); C4370 (59%); C4371 (59%); C474 (57%); C7652 (56%)
C473,Malignant neoplasm of peripheral nerves of thorax,21,C761 (72%); C474 (61%); C7259 (46%); D333 (35%); D433 (30%)
C474,Malignant neoplasm of peripheral nerves of abdomen,23,C475 (67%); C476 (62%); C473 (61%); C470 (58%); C4720 (57%)
C475,Malignant neoplasm of peripheral nerves of pelvis,21,C474 (67%); C763 (66%); C7259 (50%); C659 (50%); C652 (49%)
C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",21,C474 (62%); C4359 (52%); C7259 (47%); D0359 (38%); D333 (35%)
C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,21,C474 (51%); C718 (46%); C188 (44%); C168 (42%); C678 (42%)
C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",21,C474 (56%); C7940 (50%); C729 (48%); G903 (44%); C7259 (42%)
C480,Malignant neoplasm of retroperitoneum,20,C786 (72%); C411 (34%); C261 (33%); C7650 (33%); C763 (32%)
C481,Malignant neoplasm of specified parts of peritoneum,20,C786 (52%); C7949 (49%); D337 (45%); C451 (43%); C0689 (43%)
C482,"Malignant neoplasm of peritoneum, unspecified",20,C786 (66%); C451 (56%); C7B04 (47%); K67 (44%); C6990 (40%)
C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,20,C786 (79%); C188 (50%); C678 (48%); C028 (47%); C118 (47%)
C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",21,C494 (67%); C760 (67%); C770 (53%); C8371 (41%); C8411 (40%)
C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",21,C494 (66%); C4360 (57%); C4362 (54%); C4361 (54%); C7640 (51%)
C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",21,C494 (65%); C4361 (58%); C4360 (54%); C4362 (54%); C7641 (52%)
C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",21,C494 (65%); C4362 (58%); C4360 (54%); C4361 (54%); C7642 (52%)
C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",21,C494 (67%); C4370 (55%); C4372 (52%); C4371 (52%); C7650 (49%)
C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",21,C494 (66%); C4371 (56%); C4370 (53%); C4372 (52%); C7651 (50%)
C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",21,C494 (66%); C4372 (56%); C4370 (53%); C4371 (52%); C7652 (50%)
C493,Malignant neoplasm of connective and soft tissue of thorax,21,C494 (70%); C761 (63%); D0352 (38%); C380 (23%); C720 (21%)
C494,Malignant neoplasm of connective and soft tissue of abdomen,23,C499 (83%); C495 (75%); C498 (73%); C496 (71%); C493 (70%)
C495,Malignant neoplasm of connective and soft tissue of pelvis,21,C494 (75%); C763 (56%); C659 (42%); C652 (42%); C651 (42%)
C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",21,C494 (71%); C4359 (46%); D0352 (39%); D0359 (33%); C6990 (25%)
C498,Malignant neoplasm of overlapping sites of connective and soft tissue,21,C494 (73%); C718 (50%); C188 (48%); C168 (46%); C678 (46%)
C499,"Malignant neoplasm of connective and soft tissue, unspecified",21,C494 (83%); D0352 (45%); C6990 (29%); C719 (28%); C7650 (28%)
C49A0,"Gastrointestinal stromal tumor, unspecified site",23,C7A00 (45%); D3A00 (40%); B462 (37%); C464 (29%); C8510 (27%)
C49A1,Gastrointestinal stromal tumor of esophagus,23,C159 (44%); C155 (42%); C153 (40%); C154 (36%); C158 (35%)
C49A2,Gastrointestinal stromal tumor of stomach,23,C7A092 (54%); D3A092 (49%); C169 (42%); C162 (37%); B462 (34%)
C49A3,Gastrointestinal stromal tumor of small intestine,23,C7A019 (51%); C179 (48%); D3A019 (48%); C784 (44%); C178 (39%)
C49A4,Gastrointestinal stromal tumor of large intestine,23,C7A029 (50%); D3A029 (47%); K5010 (36%); K50118 (36%); K50119 (36%)
C49A5,Gastrointestinal stromal tumor of rectum,23,C7A026 (54%); D3A026 (50%); C20 (43%); B462 (34%); C785 (30%)
C49A9,Gastrointestinal stromal tumor of other sites,23,C464 (42%); B462 (37%); Z934 (25%); C7A00 (25%); T478X2A (25%)
C4A0,Merkel cell carcinoma of lip,21,C7B1 (69%); C430 (47%); C220 (45%); D030 (42%); C221 (21%)
C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",21,C4310 (65%); D0310 (60%); C43122 (60%); C43112 (60%); C43121 (59%)
C4A111,"Merkel cell carcinoma of right upper eyelid, including canthus",21,C43111 (68%); C43121 (65%); D03111 (64%); D03121 (60%); C43112 (60%)
C4A112,"Merkel cell carcinoma of right lower eyelid, including canthus",21,C43112 (67%); C43122 (64%); D03112 (63%); C4310 (60%); C43111 (60%)
C4A121,"Merkel cell carcinoma of left upper eyelid, including canthus",21,C43121 (68%); C43111 (65%); D03121 (64%); D03111 (60%); C43122 (60%)
C4A122,"Merkel cell carcinoma of left lower eyelid, including canthus",21,C43122 (67%); C43112 (64%); D03122 (63%); C4310 (60%); C43121 (60%)
C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,21,C4320 (74%); C4322 (72%); C4321 (72%); D0320 (70%); D0322 (68%)
C4A21,Merkel cell carcinoma of right ear and external auricular canal,21,C4321 (74%); C4320 (72%); C4322 (71%); D0321 (70%); D0320 (68%)
C4A22,Merkel cell carcinoma of left ear and external auricular canal,21,C4322 (74%); C4320 (72%); C4321 (71%); D0322 (70%); D0320 (68%)
C4A30,Merkel cell carcinoma of unspecified part of face,21,C7B1 (75%); C220 (49%); C4330 (35%); C84A1 (33%); D0330 (30%)
